id,obs_consumption_ele_last_12m,obs_consumption_gas_last_12m,obs_consumption_ele_last_01m,current_paid_cosnumption
f1808236a3fec48c952e1be7c4f39bd4,-1848,0,0,0
538678e7e65e957d30d6388510cd2ac6,50656,594,0,0
1d62d9457bd6cf219138e7f98bfde2cc,65020,0,3315,473.09
2df79e1314fbf81e50f348a93ffd201f,9737,0,468,45.23
f180724249ff7ee27ad3df2b10f8f55e,-1844,0,0,0
f180724a3da769752cae880b3509d714,-33624,0,0,0
d164d29542c70622b659a3e9cc042e63,4798,3441,438,44.94
a644408abb6de19afe3faeb2cf446ecc,8757,0,1464,217.94
8a95f31cf0bbf587e821ef30a21ad8cf,17873,0,0,0
b28c485342b341d976c25250a8431546,4805,0,1398,204.77
f180724ba9bbb4fb114054a96b2f49e7,-4802,0,0,0
f7941c51dda58b8c4617c334c1337ef8,788287,0,59796,584.55
f180724e9160249da85f7dd2a192e7e8,-103401,0,-5408,78.68
8a2c4dd442a7e714d87cb01b85caadcf,14861,0,1659,163.79
f18072429c97251fca20ec99af7819d2,-52473,0,-3362,328.99
f5a0251e228446a4912da7c8402e0f63,158466,0,8630,0
f1808239452bbb64f6a62399415b9250,-24888,0,0,0
f180724673ffce4587d719effb9e4fd8,-60379,36383,-2930,142.41
1e79452267e6d02de8996a9b4aeb8699,19915,0,0,0
d74c00d93847e81d6773d0577f31867c,1451863,61767,47435,0
f18072409c32b6ba564840beb53cd14e,-17160,0,-1337,192.82
f18072453bdc32654214d0e342499728,-9320,0,-2111,302.63
2a187efe50a8a6b52d56e7791a8883c2,24439,0,2373,248.15
f180823c962648357fa09a98733110c4,-4012564,237673,-469898,576.62
017d481a88d2f0a1b51600f3b7621dab,16497,0,579,55.73
4d456153f156b6225f7da69e8d103c58,8595,0,883,110.03
a960b0212727d0cdd85840a7a70a5702,1993,0,332,47.92
f1808230f7487e3c557be9c77570e11c,-31653,0,-124,12.19
cb061fa98f733a725a5b67441816240c,5731448,0,771203,1266.12
f18082347a2cf778dbc78b00821f0ec5,-16713,0,-831,69.68
a6ad7fa0ead57ea425a7f5415d02187d,37361,753988,3761,302.58
850125c4fbd1992973d3fa5fa8384bac,351441,0,79727,474.53
f180823c5cf03247a70ffd81037ee151,-4237,0,0,0
f18082375955af8d0387553b870e89d5,0,0,0,0
f1808235db0c2251d36dc3cb92477f16,-10561,2346,-685,69.06
f18082332ed4d2c920c13452e5ec1b9a,-106051,0,-4684,0
f180724a4dbd0499d8cbf04d4eb1c4f3,-72707,51364,-4570,0
29e4c25276b52ede44c333720919cdec,174990,1159,5039,0
6a3fec48c952e1be7c4f39bd4f02e9c2,1848,0,0,0
f180823a50f3320c86976b9c66c62ff1,-466201,368957,-5494,518.6
f180724bc8a1a74f0bd0c47fa38d2874,-2882597,976731,-382647,961.75
5123c1898e0bb622852f8c4f8f38df4c,55367,0,4115,398.38
f180823f33eee75e51674c83ef02144e,-1001492,159816,-112397,170.42
2f2c826def5bf7f6dde4a58d5859757a,28192,0,1841,167.19
1b1ae4a10d8aa0e6e9c311fd89e12f2a,95087,0,6729,607.45
f1807244bb533f10115e18a236296267,-7151,0,-2797,258.47
74c131effdac9e00371bbb4e76bab61f,8491,0,1034,151.11
f180724c4c9378bee720ecac312a443a,-25503,0,-2543,249.06
593ac45269496a3e3bbcb2c872685081,1743025,0,106161,643.01
f1807247920b1b681f1fe126fd15b2d7,-9611,0,-1437,135.51
f180724690e2bf63db686e84eb2af043,-33940,0,-434,0
4ae5fb6c864636371b342b2b0b3e7ee9,1139683,0,91782,0
f18082328872e9d67144a3bba2d55dce,-4262,0,0,0
1c96f6d7c5b54bb67b5b88ffdb260ab8,10590,10802,560,0
664cf9846d4dc2025bb10869493c7d0e,543878,1455551,63993,0
6f73429482045dc3bafe5d5d129fd4fb,20835,0,1801,190.24
fea34b3890e73a769e63f6db312b016a,10873,57399,468,46.13
f1807247afe0b107d714d9a5dd23e12e,-84790,0,-7632,623.26
b57df977afa8428424e83b9167ee323e,14457,11642,1096,111.24
f1808234ad8960473cc345553b15614e,-16741,0,-1755,156.3
f180724661e083cfd6d8d62f6bb78da2,-8627,59246,-787,113.82
6df9ae551715997912c39f4cd46bfe0f,289,0,0,0
f180823ea2fa430e5e992f6bca8470cb,-4665,0,0,0
3d6ff667d8c0b51329e40835c8124926,2771,10581,0,0
c781055508feb0728c63f20eedd2d352,32072,0,3527,278.73
5bb7a5b5e4ccd5c03b51772a39372e04,4526,0,350,35.96
f18072411a710a83eee0f4ea29e95194,-47559,960731,-7983,302.74
f18072421d3aeaa7ce4db5542494078f,-3746,0,0,0
4801879c90e491c9b813bedab43b494e,4813,0,0,0
f180724a989ea2f3b2a6c53557d6414e,-24942,0,-1890,179.3
281e19a0d376af7a28a5b3e15d3bd92d,39670,0,0,0
d528fdf29437258c1f3d25ec26aeee1a,1740024,0,222684,728.04
f1807240c30d8349c252106738bc973b,-85803,0,-8433,812.6
442ee51171c6c3a5a0bb7080bca1a763,29210,12809,8564,1195.56
f1808232bed05c87f4b006c0875987e7,-818735,524776,-71115,0
f1808230fa9a2d72ee47f5bf3c203c13,-8115,0,0,0
60c46b488e1a3e9783f78b1ac94adf5f,3148,0,0,0
a84b86da03706f4c289d42eb3c4c2064,14131,51157,1376,133.61
f18072416feabc279af37b3e7e924885,-34939,0,-3332,326.82
72dbf800bd00186845a8447f4503917f,9729,0,0,0
5c5d317b7c3334febc2428e7f3674a4d,12357,0,776,79.42
f180823c12763096a12019064a2aec36,-4067,0,0,0
f180724543fbd4373b3c8a76dd130e1c,-3784,0,0,0
f180823b1f47b10202f878840045a68d,-54054,7933,-4104,399.13
8168c1f61e311b6db23d8d1b505f5c49,3272,0,546,130.65
7d686887751ef49a60a6e759ed55d313,9818,0,0,0
af693a23e0224626cc93c6a366480708,17516,24843,1149,0
54009761a814ad1f87b8ca147204c27b,3768,0,366,31.77
5db5955e9190893aca0e8b1d4767ae7c,3983,0,0,0
f180823fee545ad6bb727d436a5d4048,-43303,0,-3483,459.71
a4963ca6e1bf3363be0806525647d27f,114496,0,14630,764.67
f1807247912a4c7c80686e1f67bc2fab,-28712,0,-1508,143.17
731b79a97be335bcd8d57ad79f997671,68978,0,7839,547.34
f1808234c5065a083f655a505ff9f2c8,-2882597,976731,-382647,0
f180724d4b149de95bab5b5c69b4e84c,-324678,0,-55400,0
f180724b77fb4ff8b89e53414ff96c74,-81,0,0,0
a2e87cf9b49ac668844c148070198bcd,18735,0,2831,265.98
ad5edf7f82b0ad5ff2b7bd3f3894636e,10887,0,1525,26.66
f180823284cd8c932d47cf1c17de6f70,-7146,0,-1023,150.99
761d0c2e33ce097aac996d10381fb7d1,153842,0,12761,423.69
f180724c858697da493b6e19cec6ce51,-12293,0,-1888,275.85
a29bce3a46327dff5067bbc6bb48fbe0,91717,0,147,0
6043a0fd520659a4c863a5d9ad91296d,18906,0,1635,159.93
9b523ad5ba8aa2e524dcda5b3d54dab2,3203,24514,283,34.57
f18082303764753aa62927dcb6018aa0,-54920,0,-2582,0
f1808236b68203510e5ed786833a8dd7,-286,0,-62,6.06
9bd340a7fcf6fa871d98335729e323fc,93166,0,0,0
f180724c21213dadc199040c1706bacc,-71618,0,-5461,521.01
a853b52e3992aa2df0870fe42d843a65,6047,0,0,0
0117022254b01c36da23c5329a97e653,51179,0,3707,358.65
f18082379f95d06e87cf818498de1137,-5029,0,0,0
bf35bfdf05bc42dad76fc9914a237dc1,953085,0,68400,474.99
c9c1b2453ce93cc6b3782acd213fdc24,19651,0,0,0
8390e8ca5ce800411e2728ca63ce67d9,3856,0,0,0
f1807245dde6dca87299c78dbe820a89,-11149,0,-1493,57.76
f180724a53fec6833650a4a2f63c135d,-100815,0,-10706,118.54
f180724e6aaff8c24063057aa192314d,-90782,78709,-6787,662.95
b18b5be050f94c50c05400cb30ea39ee,1362,0,120,11.35
f1807243d39907c66fced51b4f73ac16,-23652,0,-2893,71.17
574ed6e86eee76119336a111beef6330,2073,0,0,0
f180724e87ee14285d19777940f487ff,-1989,0,0,0
b96121a1c0fd61079d1d290b728dbe84,279605,0,28719,2607.83
f4cddbb2fe4576a7f1426469c0e56d54,35208,0,4127,0
f1807240f7487e3c557be9c77570e11c,-31653,0,-124,12.19
a8ad17e833878b0d4384e5e0489d7add,7018,0,0,0
f18082354042a8175a71cebf79762e5c,-1722179,1192414,-181187,54.76
8d6307c6401f4db4e3857001cc1eeef3,7217,0,925,31.92
f180823f905d8438735483275dfc3ce6,-30597,11743,-6514,985.56
f18072407947c64fd16c002f12d6c70b,-17636,0,-2283,313.32
500fe4c593feab3c998c7dfe18da705a,28787,524827,1445,137.1
f180823d59728ebd8aa24240cd3055a9,-442891,0,-32485,643.82
bdf30ecdc15d9dc7d965c1cb70d2759a,33878,0,5899,178.57
bc07ba9d7173e01277e3a550d865bb0d,220559,0,17720,1490.81
26c7bba7d51f86a16109de505bcd4f52,1856956,41883,164355,0
f1807241b270fa781be71585bc49a835,-3329244,867921,-509826,79.44
21efdb8635644e0a5412bd59f5c9068b,133153,700029,11000,45.46
36b2a85c457b5b3cd9aa294243ebcdc2,4212,0,501,73.54
f1808232b94315cd77ec75fbfad68960,-50053,0,-4787,497.39
e84c8b7d0e7e31cfebb07f46ac7445cf,7273,186456,651,94
f841373542527176172127f5dd5719fc,49785,0,6251,0
84ee556e092dfeafc9009447822d2b81,11,0,7,1.03
f18082312aa8226ace388ca4c9a65e09,-12699,0,0,0
1c4305585eebfe10614fb39d75d0aa17,21693,0,1744,150.33
385b04805e18fb58a137fdb8c9cf2e11,5173,0,455,45.33
f180823da81ccd181f3283287a174f4e,-52988,24114,-9573,797.2
f1807240b0196638ca66888af0069cfe,-507715,0,-51900,91.22
f1807244d148b59b57a94d14ffacf5a9,-31186,52023,-2430,228.42
c94671d9f76a07fe541480bc62edb60a,4394,0,0,0
f180823890387627b6c4c2cc5b9e009a,-32104,0,-3988,518.95
05dd8374e0b58c1f16c1a44591b08889,65896,49229,2516,53.29
077e51842eea4559c261496222583b21,97951,0,6413,384.94
f18082332a34fb5ed00df01d37398152,-11061,0,-863,86.16
48fcf94fb9d7395e22e51b5008489c11,35829,0,0,0
22dbc530854af1cf46eac2c6d8c95062,893,0,0,0
f1807248ec346afd491ef4d2fd5280a4,-53305,4581,0,0
f180823a2a0075a2e60219306aa8b710,-9752,0,0,0
288b89162ced65e6dbb7e42b2ea77d6e,297073,168005,16963,669.31
f1807240dc30be0c7da92d03c8e93a53,-5322441,921247,-760727,486.6
421d1527ecf840fb5161d508f268ba25,7506,0,0,0
f1808236379908bcf9567990ef56010e,-18388,0,0,0
f180724ed0f66d0edde5744fef70fe9f,-11841,12868,0,0
6cc3ee33510248bf292948e55f31f309,10036,0,1078,107.31
f180823cceb710df8fd4ff1a66904966,-174,0,0,0
f180823a4bc56420f136d021b923ee77,-1136710,0,-102458,1646.32
f18072444ce0e2cececf2e92ecfa0c2b,-3899,0,0,0
e5e48072e6f0d93947e0b0992f49c74e,20981,0,146,17.5
9f1e5599fe14abb4d570dfe2b1ec9b6e,8411,6328,646,94.86
f180724e46d9db934391103cb85d33ad,-2853,0,0,0
684b78379e42af0125177b5758a4677e,18627,306884,1696,154.33
f180724e242f7045e27eaeb331785daa,-56815,0,0,0
819f35e22114e9e05b7e8364ab6bcf84,794891,0,97614,26.63
cc21fa20d02aec4c16043b3c3deecc29,9309,0,1138,117.06
b780940c46f2feaae5f951c33ad43be3,2222,0,0,0
c03aaba14506ae2239aa8f832933a4f8,7982,0,0,0
437fe1d9b465ffd2bfb54a1cd55a63b0,61650,0,5435,479.01
d20b12dab7afd4c0b50c19cb771d8cfe,5882,0,0,0
f180724bbba884fb34d9a9f2fcd454da,-625918,0,-62898,382.18
915482f566239d108fe4a453c0053657,761,0,0,0
f1808235d5b764d1ffa10b1a9b4b61f8,-6009,0,-663,64.43
f1807240bb50cf999bc89c7688a006e6,-10060,0,-895,97.75
f180724e32adca44ad873882367bfe0b,-39284,71177,-2634,261.28
f18082356c5d33cd196fd5dfba8f201d,-11484,0,0,0
db22b7a520c85221afc498a49d6f46d9,22789,0,0,0
ba93b460043054b7804194c20172aea2,13842,0,1459,144.29
f2a91aec2db8579dbf64706dcbea40b9,23327,1295,1953,194.39
32d4cb547a05911a5883075472590b3b,720740,445679,79738,0
f180724c6316a07524a6b75ab769e6a8,-11322,0,-693,79.48
a680ecd23092f898ac4c5e9e4da23c82,29377,0,1331,114.4
f180724f366501aa70bcf8b31b99718a,-5785,0,0,0
f1807247f97e0226e1e58c85b6c95c17,-7787,19556,-2943,427.01
f1808233e77aab5653d9a02000c7d6eb,-27,0,-17,2.4
f180724c7e28e723b7c965ec85ff8cb2,-3762344,128275,62026,0
7445a5046464de3350c5b7645f7c2523,1444,0,0,0
a39ea676245d73b34142e7ca8d6114ba,881406,0,118048,124.34
f180724b88c03d4573581d32ddf9a5b3,-39827,0,-2397,228.8
1cfc5b323b987f56dd266fd00a9575cb,330,0,0,0
f1807240412ebd7f2a76f0304f871f96,-26607,0,-2754,294.11
34c076bfaf5170aafc98c0eedfc02caf,11390,0,1738,171.71
3b300f06bd1232bcef92d9680ff8bd05,19674,0,0,0
bfd475abad6e22b3a05a933f4f971400,5634,0,539,52.66
f18082377a1e6ca6bf4fde8abcc9799c,-9915,0,0,0
508270ed10444f95ce306fc4b7dcf3c7,24883,7386,2586,267.49
3106c18908287ab77802fc543e87a008,25544,0,480,0
f18072456f9679ad6f7d9b6558e30a08,-3867,0,-579,85.21
f1808239ed0e50762b0980ba5aed489d,-3219,0,0,0
f180823a1f197adba1c3bbdaeb4ee1c6,-324678,0,-55400,208.32
6ebdf0c71872ba7cc1a34176a09d17c7,35145,0,2889,287.08
1254cc95aa7f7dc8aec27741578a0a8e,11488,0,1307,191.11
f180823450180a7d355ea598730144c0,-2926,0,0,0
c4ef8fb4c58f6840f03c0bf9257a23b7,19803,0,3464,362.67
c6b00a5c9fb7d5624b600a05b1134717,29043,0,2499,84.07
f1807246fd463fe2d26ab571cf4fac27,-6414,0,-1088,159.71
3346cc3731426989230164f600870d1f,26893,0,2464,211.65
f18082379a8c5386d5b45b361d488c7e,-222684,0,-48782,4228.5
88dd9f44ea30eee07fbd850bc7322c02,3871,0,348,34.09
0c90f42aa34347dbf9effd5337adc3b7,24475,0,3544,357.23
f18072471b563e6ce85a67aeb9d7db45,-27225,0,-1453,145.2
f18072417c3ce0aa12f0c30645d26140,-16188,0,-2907,50.02
f180823c1e657b3fb2d3a0ea1b6e0a12,-17235,0,0,0
f05643fbea37ba61dffa3fc487d65522,8966,0,0,0
f1808234a66dd4bc74f3e79f8eaff17c,-2260,0,0,0
f180724893e97fe769fe096b996388cc,-220175,0,-21118,758.38
19007713ae820c9b647b14fbe95834ec,11876,0,3888,566.58
f1808230baa454df3a005fa7621b994b,-21873,0,0,0
f180724147e01c76afb77b96f4262626,-10315,0,0,0
8b7d5686afe4a8dccdd449b97f04262a,18,0,0,0
f180823fc5fd2ae06890f1d3fe9dea2c,-12563,0,-971,82.32
d11f25d89ad02fd7160b6191a8e96e6a,86818,0,3498,337.95
3faa5afa12c8f6e068f8ae9c05867e5d,-125276,0,0,0
f18072487dea3b66b8eb8803eb6aa3bb,-4396,0,0,0
f18082386101c3a0823489edd5e7c4e1,-32970,0,-1011,97.44
f18082394718d06c09d66aded09b4f2c,-3118110,468369,-289924,0
9ead03023106e8f5def2a806e5f8f070,7349,0,1100,161.09
0473ed84b7aef18393742d0bd7810730,71083,0,7719,762.96
f180724cbf920f080202ac9f92ec8297,-65230,0,-5341,530.68
f180823ac42a9663dbab085281a0f592,-798393,0,-74556,159.98
419a41537346b02f27486eda330487ac,5590,0,0,0
74efb6c12462e4eb5e0cd7ddefd4217a,15685,0,1717,172.12
f180823162df40a8a9326c9714c28526,-39694,0,-4647,463.01
f180724915ec922726f7bffde3f90fb3,-6955,7502,0,0
f180724edf3f51493dfaff6802a751a6,-3291,21,0,0
e06d538392db4b3d328e56413776f6a8,30893,0,2591,247.6
f1807245ba1814d986034cdff42122ee,-59841,0,-5956,486.76
f18082332c42511e417cad36f68f6872,-4656,0,-324,33.24
78559265f3e35032c2c9e3372ea20bc5,7661,0,0,0
f18082326130b28d4567a025e7427ec0,-4028,0,-256,25.1
f180823077d90a1d8a93e8735e48e4f8,-2403,0,-369,54.27
f180823aa05eb01e8593054293c2794b,-28792,67370,-2949,291.16
c4c31aab408068ae432f2b369a7f0f73,12222,0,0,0
f180823cc592c6a7f45cc4103105e0ec,-17403,0,0,0
f180823e86874993f3ccfaf14f8b2f9a,-43522,10989,-3844,382.34
46a38d2c3961d246d2ff95cd66f0ef09,11557,24546,0,0
f180823acdd4dcc6be152ee09ec8436d,-42700,0,-3734,305.37
b05fe3e04ab38c68784c783d97bb55fc,4904,0,82,8.66
be0bd10eb3e462cde751c1e5cc564803,2564,0,0,0
7e05bb424e4f9fd424d520e899c7c7dc,832,0,107,15.83
b0d99dba8a43317782f965a79c529436,18709,0,3003,70.54
f180724943f973482b166cd646615548,-7160,0,-1229,119.67
f180724fb43c0a00d393a519ae4e1d87,-62955,0,-5466,455.85
8724cee492884004345346bc62895108,3051,0,0,0
388437f441c2e78bbe90aa6a6ba30768,14204,0,186,0
2beebe694038564981ad1e51e8167816,23551,5643,1990,206.83
f1807240123d2d182eaeacd016aed82b,-3199,0,-297,29.68
78f8326adda49da8c2a0cc69625b9dea,11578,0,0,0
6a0462582e9f84445665f98f96502777,89316,0,9470,967.86
f180724525534d0efe585df2b4064349,-7566,0,-395,41.95
abcc53bfdbbf855ee9aaf44ad9e3cf57,691896,0,51014,0
5ef9bc63c065fc69bacd48cde33ad244,2738,0,0,0
15023abee3d133f9c6959f275b46c429,8842,17795,638,0
a18a449a5c1e3f56c5becacfd9c9688d,50542,0,94,9.74
a318341254b21ee0d71130028a05fe13,23941,0,1236,120.37
f180823f8018c2d5e8643837111cafc5,-4356,0,-1041,153.65
f180823b580c399b812665adc19be7e7,-42122,0,-536,53.84
f180724b58b6fb82199bfd9d8e91b640,-68439,0,-6075,517.38
0bd3a96b08652a8d3baa76d0271a57b9,29814,0,2428,239.07
f180823a375227dbd198e4702f2c522c,-5207,0,0,0
f1808236eacd2571524d81468c7965e0,-20697,0,-3251,177.88
f1807249d7dbf9ef90236a8c411d8e43,-19961,8510,-2344,218.89
36f854a927af23111e970644a985672e,43253,63674,12262,710.68
f180724699146680ece366ae05bd2dca,-3762344,128275,62026,0
f180823c52487d832d362fc4b0efbe53,-3942,0,-412,40.76
67457c2e3c3f88957bccafe7deaeb962,8924,0,1790,265.67
f180724c3948de1e68d8d95bd237b33c,-1867,0,0,0
ea5c50c6fc3305c2052e18ed673a42ed,20464,0,1139,108.84
fe70a3793148361211c15738a81f6249,5551,0,0,0
f180724b16cf2f738084e734d9206730,-6,0,0,0
f180724588eb0006e02b24ab38b8042c,-65849,49420,-2390,230.94
88ce2d1cd8063ad5f1bafe66dec55ee8,2146,0,0,0
f180724fa1b94f73278666df870ee45b,-27808,0,-3189,306.21
f850d88a821ff6a2a1b603f768aed8e2,127902,0,31281,2737.29
b31e173347d70a644c7b5427fca900ea,963288,0,54281,0
f18072496f512638a82d68ac2566b022,-1599694,0,-208086,1228.25
8c79c2a9e407a9f5f0dffbabbb193dca,5731448,0,771203,826.53
f1808236624ff016e9d21890a51b4091,-17131,0,-1401,0
f18082377fa06b96709563eb03c8bc9e,-19033,0,-2999,265.76
f18082396fcac95b2e31985124bb8dbe,-7444,0,-87,0
f18072441d3461060cf7c26a75587be2,-2012791,0,-218619,0
12a05d1a43304dea912ae741263885db,19195,0,1049,89.32
f18082339399ffbee2eec9bfd6cc6c3d,-8382,0,0,0
d4c9bbdcd04f764ea53f6875366ddb53,12840,0,1286,128.23
7f474281c6af595df616cc6293dfaf70,1348,0,0,0
74cb98341f352eb3a37a9ec3423a77bd,6101,0,1161,163.63
68f5ff6c49d6ea848be7c0fff1e3cc56,1821,0,0,0
0a86bc8b8cd128c3dafa8902e251bf6b,8341,268,1416,188.83
44d3d59af68732dad6b4b74113a692a2,17624,0,0,0
19b27ad1bb5a6dcee15ba21fabf5c71a,3931,20731,0,0
f18082311c71090b118194cea76b4987,-29489,0,-2619,73.44
60a74f92c9fab5b1367530b6013a99ed,22020,1997,381,36.64
f1808233b421835f0f7a966681284a7b,-4871,2972,-440,45.35
f180823491aa92a29ee6b3ae4582f0e2,-34656,0,-1496,133.86
fbbbe2db31340cc2b13c4ae8b3350000,23455,13989,0,0
f180823c182cb24a04873967c0a9a130,-5671,0,-1395,204.85
1713219d66147aa7df5ffd1721075b7d,4070,0,0,0
f1808239c732c6d7887f762fd214fcb0,-8802,0,-830,84.3
f18082333923df0110024c9bdb81b9ad,-22669,0,0,0
857ffc89dabfeb0ec4730ed15bd05458,21804,0,1691,245.27
f180823afec127f41c336babffc5a53c,-61879,0,-4975,493.77
f180823b250e9117228b3308f3b4a310,-10475,0,-1647,69.25
f180724a3758414c1bee72fa45c3239d,-64208,0,-7784,366.03
cee08b87b3600ef7ad68ce44acedbb05,16370,3199,0,0
f1808230da84f02a92c5d9fd9bd4228b,-3630,0,-479,70.15
f1808232a63cf7c94ab1a323aa9511ff,-103450,0,0,0
048815470756820fb677078df26afdd9,96490,0,11094,75.66
f180823c53c50b69ee7e13bed96517e7,-24968,0,-8489,1233.59
f180823a51c2065b508e3caaec3c31f4,-4904,0,-340,28.39
cc8d6d99c9a18360f9f312f0bf531a80,26760,0,2058,115.79
f18082316604efd402fc8db880a0bdfd,-11241,0,-3052,378.85
2fc445f99c487f06a7c936229407fa59,1937,0,0,0
bf47b4ad70b57f643ba5dcc3e15bf8bb,4700,0,433,62.51
5459eed6ca65c4a32b01ac0e6690a94b,45560,0,4628,430.51
f1807248d4b0859f7d68828ac882baf1,-52540,0,-6039,526.85
ed5bc499fecb8eee257857fd286ebd65,13122,0,0,0
f180823291d8bb9ee1d297acd5b07bc2,-8266,0,0,0
f18082334f76915136d1b02b651c1c12,-48864,14810,-6444,646.95
7b41c11334b74df51c0252d076887dd7,37596,0,2874,284.91
f180724b6ee05422f6481880e1675174,-7207,0,0,0
9a9cdf545613e88b5433cef68365efb5,29964,0,555,0
f18072469b1a2a51f881aab2c4885164,-1027653,187348,-49966,1162.89
1d338f0b7055c4c0b3a93498f40fe5de,20444,0,1877,185.41
f180823df0289f30848609fecc74e5a4,-27041,17666,0,0
d3a8ada2a0cc0dae3facd55e3e1b4011,71101,0,7116,250.89
f1808239504fc1a7e47f544a0c54940e,-16417,0,0,0
f180823650f2af0ac8fb4af03e6f0e58,-9806,0,-981,101.25
f804b14dcd91c429081d90c941bcf117,38628,0,3618,34.98
f8800610afbe674a7c7d3b5a545c3c22,65945,0,5461,0
f18072490c041ebebdf69cf90ed05fea,-9866,0,-2478,283.89
f1807241a7e9da5f8189d74b56c224e0,-129825,0,-8757,821.85
f180724efb3c9d917aa2d2f549072d49,-18489,0,0,0
89e1642005243c17b619fd04a1f0f855,6286272,0,562863,777.52
3e9643cc1374382f9677b766fe158997,11127,0,1062,152.98
442f41736a44a6cda96be22cee147f75,72884,4726,0,0
89e17c12bcaba3678432725de12272cf,27783,604,1430,6.21
0cf1cc18d0eca108f5ebe7215bd6dd19,3803,0,0,0
f18072431ffc9101d3af8a2f4510d9b8,-6269,0,0,0
71a00e0773a14fa1c6e54c65f7c33c9d,11794,0,0,0
f1808235e58b03bef60b5367c0570802,-788897,0,-124052,798.68
312630e3bee704d5c7ed1dfa424f3cbb,2733,0,228,22.88
05ebb79f59c9462b411f9c6239fe814d,325224,0,13775,1130.82
f1807248238fe97f3b407658b512fc54,-36446,0,-3513,293.29
6b0e8afa22ef8d86ac5239046a4d7075,5881,0,0,0
d54ceb2b5c5ab78a2f584c25ec8566eb,51330,0,0,0
f180823133ec41f492190731129ccf38,-1225,0,-201,28.85
217887d0593bee17593097de08ff4ffa,5066,0,396,20.67
528749116e3b7668faeb6e373b0845c1,2162,0,0,0
a23f29584593d68e7fb17a7c11a01b43,169472,0,10868,992.42
b8fddbe5d7a43846962e721841ded70b,415449,0,38812,3182.76
356d4a9816b2d29856165f98c32c7950,18157,135,399,39.99
f180724d65fc134cb6f63c4d76091cea,-1599694,0,-208086,627.54
6dd70ca3dd2264d83e61d21ce2a0a089,8188,0,0,0
d856d3be21e9193b6b27a70789ef9d59,10880,0,918,93.51
f18072453e4f48f6e3cc45aabb9f350f,-14769,10772,-1903,274.22
f1807248a9237d28725154330fb7eaea,-342248,0,-14357,224.82
714e67582559cf64ebdf575a1cbcb52c,40779,0,0,0
e2410fc5e366336abf18189e8eeda4d3,4782,0,992,146.45
be5cfb2b2b3d423ef98e77fa9b954c6b,27210,0,2361,239.72
2666c48b9aef3e823a8d462621da7aee,14033,125371,0,0
b18d8cca939889b461a90fbc0b91e602,10829,17427,0,0
f18072433694270630789322b33561f4,-256835,0,-15239,249.73
0ec123110193f195d290385fa3a35e67,53520,248621,6179,598.22
f180724e59140d391bf47117d9111692,-9173,0,-2010,288.61
20ea77ed67db98d80159edc6d1fd464b,6282,10410,1647,242.49
aa476de625a4b6d8e9a1930f8ef880b2,30784,0,3181,301.15
f180823e0db09e4bcd2c09604a9462a5,-58291,0,-4425,198.18
d286911196ff813ae97e8b11817c24ed,23470,0,0,0
fd3b2878192632de06bdd5213fc047dc,5255,0,0,0
f180823b3cb102ec1168f0ce34e6decc,-5099,6758,0,0
f180724621c980e6b4fd1ca0ddba079a,-55081,0,0,0
f180724300d8a733e2fb4a1bae080e82,-12295,0,-953,97.33
4c7fe6bff7497e7c0778370f535ca179,15080,0,1222,122.91
f180823efbdf088777b85f690ab54b2a,-33962,0,-2716,260.78
87bf32e97f95ce9236ecfdaf2af294c4,11780,9021,3165,328.3
99a157c45567d554374009b86eb0aaf8,20954,0,1069,103.15
f180724db55ef74973926392e8b66a97,-7620,0,-1399,163.68
f180724dda1ea31b4b7041821adf0712,-1174340,0,-84304,0
527d9cda79c083ab1d434183ef282b56,20653,0,0,0
cb5171895e4a15e2c72cbbd7cf054cbf,11399,0,1105,206.39
bb7cc1f738f109afaa0bbfde4ae0f197,6878,0,1193,87.65
48f3e6e86f7a8656b2c6b6ce2763055e,24171,6901,1678,241.54
8279f7457b8603415adcfdc99c69fbe3,18316,2736,2207,196.6
b30f0fbc9aa1914b2ddc15ba17e10133,23277,0,0,0
f180823fef32a674ddf13613fa668d75,-2256,0,0,0
cdf0534552687f3f4a7529658e571571,10381,31684,842,82.86
f180823f564cca7908860143574e5228,-604,0,0,0
39ad440d6b79ba933253ab392128fe00,6900,0,565,36.01
69672cd076de709ef5758fae0d914333,494989,0,37400,3070.75
30e608e4b95c0b637c15e611d417d36b,54077,0,3123,261.09
f1807241bd7e4c458fa932fb8d18225c,-93973,368298,-7635,0
71acad0dc93fdceacde147541ba83f98,27700,0,0,0
21876c89c3964589fe40689a8b7e2468,3612,0,-788,-79.43
a3a18cd22f2343c2ecb97ddb95298f45,2175,0,205,30.05
b62841fcbdce8a4981a8b620888a9860,1925,0,87,8.28
f180823826622e947a153c61159759ed,-388977,0,-39801,0
f18082301d9d88a4ec7fb965b2d447ca,-4319,0,-235,22.03
d2a3c7fcd082980fdcdf3d50d13094ec,214924,0,4023,328.84
2dff16e600ea31197fad9b46aad6ded6,11128,0,2458,258.33
f18082357191b052aebcd2fa062c8438,-251377,0,-27408,71.78
b500913001722ac6dd9b31ff61c655f9,10109,0,1081,159.92
f180724c624f3e7367fb79899d75f96d,-14545,0,-2169,217.76
739f8372ee174f13bc71ec330a198561,12803,385233,1522,181.75
f1808237a30872fa04768ae27c4b0118,-21976,0,-2906,2.76
f18072423908ce8fd9d7294e567a9965,-18135,0,0,0
